16BBF41_ALL_LATEST,,,,,,,,,,,,,,,
IND_ID,IND_CODE,IND_UUID,IND_PER_CODE,DIM_TIME,DIM_TIME_TYPE,DIM_GEO_CODE_M49,DIM_GEO_CODE_TYPE,DIM_PUBLISH_STATE_CODE,IND_NAME,GEO_NAME_SHORT,DIM_SEX,DIM_AGE,RATE_PER_100000_N,RATE_PER_100000_NL,RATE_PER_100000_NU
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2011,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,MALE,TOTAL,21.9075,19.222,25.5407
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2011,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,FEMALE,TOTAL,7.41,6.61,9.18
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2010,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,FEMALE,TOTAL,7.4,6.6,8.35
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2010,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,TOTAL,TOTAL,14.6393,12.9445,17.0259
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2010,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,MALE,TOTAL,21.9967,19.3895,25.8365
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2009,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,FEMALE,TOTAL,7.39,6.6,9.3
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2009,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,MALE,TOTAL,22.2065,19.6537,26.2758
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2009,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,TOTAL,TOTAL,14.7323,13.0703,17.7149
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2008,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,TOTAL,TOTAL,14.2861,12.7559,17.4156
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2008,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,FEMALE,TOTAL,7.26,6.5,9.32
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2008,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,MALE,TOTAL,21.4458,19.1347,25.6654
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2007,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,FEMALE,TOTAL,7.21,6.45,8.85
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2007,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,MALE,TOTAL,20.9343,18.7602,24.4902
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2007,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,TOTAL,TOTAL,14.0002,12.5427,16.5869
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2006,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,TOTAL,TOTAL,13.8822,12.4678,16.4183
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2006,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,FEMALE,TOTAL,7.01,6.27,8.52
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2006,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,MALE,TOTAL,20.9142,18.8038,24.4942
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2005,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,MALE,TOTAL,21.4656,19.2888,25.3519
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2005,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,FEMALE,TOTAL,7.19,6.44,8.56
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2005,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,TOTAL,TOTAL,14.2414,12.7834,16.855
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2004,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,TOTAL,TOTAL,14.3,12.8757,16.3529
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2004,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,FEMALE,TOTAL,7.19,6.43,8.17
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2004,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,MALE,TOTAL,21.6016,19.4904,24.7522
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2003,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,MALE,TOTAL,22.046,20.0034,25.8215
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2003,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,FEMALE,TOTAL,7.2,6.44,8.6
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2003,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,TOTAL,TOTAL,14.5241,13.1278,17.0959
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2002,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,FEMALE,TOTAL,7.04,6.29,8.88
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2002,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,MALE,TOTAL,21.6081,19.7597,24.864
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2002,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,TOTAL,TOTAL,14.2198,12.927,16.7599
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2001,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,TOTAL,TOTAL,13.869,12.6604,16.7736
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2001,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,MALE,TOTAL,21.1973,19.483,26.0136
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2001,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,FEMALE,TOTAL,6.75,6.03,7.8
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2000,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,MALE,TOTAL,21.2417,19.5637,25.5809
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2000,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,TOTAL,TOTAL,13.9724,12.7734,16.9466
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2000,YEAR,910,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,High-income economies,FEMALE,TOTAL,6.92,6.18,8.57
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2019,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,6.11,3.51,9.91
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2019,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,8.81,5.09,14.2418
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2019,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,3.43,1.95,5.6
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2018,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,6.11,3.53,9.89
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2018,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,8.8,5.11,14.2042
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2018,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,3.44,1.97,5.61
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2017,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,6.11,3.54,9.85
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2017,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,3.45,1.98,5.61
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2017,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,8.78,5.11,14.1174
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2016,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,6.19,3.61,9.96
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2016,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,8.85,5.18,14.2075
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2016,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,3.54,2.04,5.74
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2015,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,8.92,5.24,14.2435
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2015,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,6.24,3.66,10.0072
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2015,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,3.59,2.08,5.8
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2014,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,9.03,5.34,14.4083
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2014,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,6.33,3.72,10.1089
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2014,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,3.64,2.12,5.85
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2013,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,6.45,3.82,10.2635
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2013,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,3.74,2.18,5.98
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2013,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,9.2,5.46,14.5872
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2012,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,3.87,2.28,6.17
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2012,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,9.34,5.59,14.7211
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2012,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,6.59,3.93,10.4226
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2011,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,6.75,4.04,10.6474
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2011,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,9.51,5.72,14.9549
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2011,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,4.02,2.38,6.39
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2010,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,9.62,5.8,15.1344
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2010,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,6.86,4.12,10.8033
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2010,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,4.12,2.45,6.52
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2009,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,4.2,2.5,6.62
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2009,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,6.93,4.17,10.887
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2009,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,9.69,5.86,15.1986
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2008,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,4.24,2.54,6.68
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2008,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,9.69,5.87,15.1446
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2008,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,6.95,4.2,10.8877
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2007,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,4.29,2.57,6.77
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2007,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,9.74,5.91,15.2294
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2007,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,7,4.23,10.9756
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2006,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,4.39,2.62,6.93
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2006,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,7.14,4.3,11.1977
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2006,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,9.92,5.99,15.5108
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2005,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,4.45,2.66,7.02
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2005,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,9.99,6.03,15.5939
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2005,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,7.21,4.34,11.2861
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2004,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,4.47,2.68,7.06
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2004,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,7.28,4.38,11.4058
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2004,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,10.1153,6.09,15.8047
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2003,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,7.39,4.44,11.5609
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2003,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,4.55,2.73,7.19
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2003,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,10.2722,6.18,15.9812
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2002,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,7.54,4.51,11.7796
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2002,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,4.65,2.77,7.35
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2002,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,10.4639,6.27,16.2626
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2001,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,TOTAL,TOTAL,7.71,4.6,12.0485
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2001,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,4.77,2.84,7.53
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2001,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,MALE,TOTAL,10.6995,6.38,16.6254
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2000,YEAR,911,WORLDBANKINCOMEGROUP,PUBLISHED,Suicide deaths,Low-income economies,FEMALE,TOTAL,4.9,2.91,7.75
