16BBF41_ALL_LATEST,,,,,,,,,,,,,,,
IND_ID,IND_CODE,IND_UUID,IND_PER_CODE,DIM_TIME,DIM_TIME_TYPE,DIM_GEO_CODE_M49,DIM_GEO_CODE_TYPE,DIM_PUBLISH_STATE_CODE,IND_NAME,GEO_NAME_SHORT,DIM_SEX,DIM_AGE,RATE_PER_100000_N,RATE_PER_100000_NL,RATE_PER_100000_NU
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2009,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,TOTAL,TOTAL,10.98,8.76,13.8467
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2009,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,MALE,TOTAL,14.846,11.5752,18.8885
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2009,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,FEMALE,TOTAL,7.05,5.89,8.72
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2008,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,FEMALE,TOTAL,7.22,6.07,9.08
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2008,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,TOTAL,TOTAL,11.1856,8.94,14.1695
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2008,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,MALE,TOTAL,15.0876,11.7673,19.178
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2007,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,MALE,TOTAL,15.1523,11.8616,19.0124
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2007,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,TOTAL,TOTAL,11.3023,9.06,14.0254
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2007,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,FEMALE,TOTAL,7.39,6.21,8.96
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2006,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,MALE,TOTAL,15.452,12.0883,19.3989
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2006,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,TOTAL,TOTAL,11.5768,9.27,14.5108
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2006,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,FEMALE,TOTAL,7.64,6.4,9.54
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2005,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,MALE,TOTAL,15.9367,12.4677,19.9937
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2005,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,FEMALE,TOTAL,7.96,6.67,9.73
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2005,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,TOTAL,TOTAL,11.9777,9.59,14.9003
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2004,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,TOTAL,TOTAL,12.073,9.69,14.8962
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2004,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,MALE,TOTAL,16.053,12.6054,19.9517
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2004,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,FEMALE,TOTAL,8.03,6.74,9.76
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2003,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,MALE,TOTAL,16.1373,12.7291,20.014
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2003,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,TOTAL,TOTAL,12.1334,9.77,14.9585
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2003,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,FEMALE,TOTAL,8.07,6.77,9.83
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2002,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,TOTAL,TOTAL,12.1873,9.86,15.1544
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2002,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,MALE,TOTAL,16.1317,12.8233,20.037
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2002,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,FEMALE,TOTAL,8.18,6.85,10.1998
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2001,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,MALE,TOTAL,16.2505,12.8435,20.32
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2001,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,TOTAL,TOTAL,12.447,10.0455,15.3982
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2001,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,FEMALE,TOTAL,8.59,7.21,10.4054
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2000,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,MALE,TOTAL,16.6974,13.0697,20.7643
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2000,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,TOTAL,TOTAL,12.9592,10.4057,16.036
16BBF41SDGSUICIDE,SDGSUICIDE,16BBF41,SDGSUICIDE,2000,YEAR,1,GLOBAL,PUBLISHED,Suicide deaths,World,FEMALE,TOTAL,9.17,7.7,11.2404
